;¸½¼Ó±¬ÂÊ£¬¹ÖÌ«ÉÙ¿É´Ó°ÑÕâÀï¼Óµ½MonGen.txtÎÄ¼þÄÚÈÝºóÃæ
´úÂë  x     y     Ãû³Æ          ·¶Î§  ÊýÁ¿  Ê±¼ä
D10051 150   150   ºÚïÉÖ©Öë        350   62     5
D10051 150   150   »ÃÓ°Ö©Öë        350   62     5
D10051 150   150   Ð°¶ñ¾ÞÈË        150   28     5
D10051 150   150   ºÚïÉÖ©Öë0       150   20     60
D10051 150   150   Ñª¾ÞÈË0         150   20     60
D10052 150   150   ÔÂÄ§Ö©Öë        300   62     5
D10052 150   150   ºÚïÉÖ©Öë        300   62     5
D10052 150   150   »ÃÓ°Ö©Öë        300   52     5
D10052 150   150   Ð°¶ñ¾ÞÈË        300   22     5
D10052 150   150   ºÚïÉÖ©Öë0       150   20     60
D10052 150   150   Ñª¾ÞÈË0         150   20     60


D10053 75    75    °×Ò°Öí          75    2    10
D10053 75    75    °×Ò°Öí0         75    20   10
D10053 75    75    ºìÒ°Öí          75    20   10
D10053 75    75    ºìÒ°Öí3         75    10   10
D10053 75    75    ºÚÒ°Öí          75    20   10
D10053 75    75    ºÚÒ°Öí0         75    2    10
D10053 75    75    Ð«Éß            75    20   10
D10053 75    75    Ð«Éß0           75    10    10
D10053 75    75    ½ÇÓ¬            100   2    10
D10054 75    75   Ð°¶ñ¶¾Éß         75    1     60
D10054 75    75   ºçÄ§Ð«ÎÀ         75    1     60
D10054 75    75    °×Ò°Öí          75    2    10
D10054 75    75    °×Ò°Öí0         75    20   10
D10054 75    75    ºìÒ°Öí          75    20   10
D10054 75    75    ºìÒ°Öí3         75    10   10
D10054 75    75    ºÚÒ°Öí          75    20   10
D10054 75    75    ºÚÒ°Öí0         75    2    10
D10054 75    75    Ð«Éß            75    20   10
D10054 75    75    Ð«Éß0           75    10    10
D10054 75    75    ½ÇÓ¬            100   1    10
D10053 75    75   ºçÄ§ÖíÎÀ         75    1     60
D10053 75    75   ºçÄ§Ð«ÎÀ         75    1     60
;;³àÔÂ¶ñÄ§ÀÏ³²£º
D10062 30    30    ÔÂÄ§Ö©Öë        75    8     15
D10062 30    30    Ð°¶ñ¾ÞÈË        75    8     15
D10062 30    30    ºÚïÉÖ©Öë        75    8     15
D10062 30    30    ºÚïÉÖ©Öë3       75    8     5
D10062 17    21    Ñª¾ÞÈË          21    8    15

D10061 30    30    ÔÂÄ§Ö©Öë        75    8    15
D10061 30    30    Ð°¶ñ¾ÞÈË        75    6     15
D10061 30    30    ºÚïÉÖ©Öë        75    8    15
D10061 30    30    ºÚïÉÖ©Öë3       75    8    15
D10061 17    21    Ñª¾ÞÈË          21    8    30
D10061 17    21    Ñª¾ÞÈË0         21    8     30
D10061 17    21    Ñª¾ÞÈË3         21    3     120


;ÌÒÔ´Ö®ÃÅ
R001 114   122   ÃÛ·ä             50    200   20
R001 93    104   ÉñÊÞ10           150   40    60
R001 93    104   ±äÒì÷¼÷Ã0        150   80    60

4     58    69    °ëÊÞÓÂÊ¿1       10    5     10
4     255   230   °ëÊÞÓÂÊ¿1       500   80  10
4     255   230   °ëÊÞÓÂÊ¿10      500   60  10
4     255   230   °ëÊÞÍ³Áì        500   2    10
4     255   230   ÖÀ¸«÷¼÷Ã        500   80   10
4     255   230   ÖÀ¸«÷¼÷Ã0       500   20    10
4     255   230   ÖÀ¸«÷¼÷Ã9       500   20    10
4     255   230   ÷¼÷ÃÕ½Ê¿0       500   60   10
4     255   230   ÷¼÷ÃÕ½½«0       500   60   10
4     255   230   ÷¼÷ÃÕ½Ê¿        500   50   10
4     255   230   ÷¼÷ÃÕ½½«        500   50   10
4     255   230   ÷¼÷Ã            500   50   10
4     255   230   ÷¼÷Ã0           500   80   10
4     255   230   ÷¼÷Ã¾«Áé1       500   2     10
4     255   230   ½©Ê¬5           500   30    10
4     255   230   ½©Ê¬4           500   30    10
4     255   230   ½©Ê¬3           500   30    10
4     255   230   ½©Ê¬2           500   30    10
4     255   230   ½©Ê¬1           500   30    10
4     255   230   ÷¼÷Ã¾«Áé10      500   2     60

D2000 100   100   ½©Ê¬2           100   75    10
D2000 100   100   ½©Ê¬3           100   75    10
D2000 100   100   ¶´Çù            100   45    10
D2000 100   100   ½©Ê¬20          100   3     80
D2000 100   100   ½©Ê¬30          100   3     80
D2001 238   120   ½©Ê¬1           200   30    5
D2001 238   120   ½©Ê¬10          200   10    5
D2001 238   120   ½©Ê¬2           200   30    5
D2001 238   120   ½©Ê¬20          200   10    10
D2001 238   120   ½©Ê¬3           200   30    10
D2001 238   120   ½©Ê¬30          100   10    5
D2001 238   120   ½©Ê¬4           200   30    10
D2001 238   120   ½©Ê¬40          100   10    5
D2001 238   120   ½©Ê¬5           200   30    5
D2001 238   120   ½©Ê¬50          200   10    5
D2001 238   120   ½©Ê¬1           200   30    5
D2001 238   120   ½©Ê¬10          200   10    5
D2001 238   120   ½©Ê¬2           200   30    5
D2001 238   120   ½©Ê¬20          200   10    10
D2001 238   120   ½©Ê¬3           200   30    10
D2001 238   120   ½©Ê¬30          100   10    5
D2001 238   120   ½©Ê¬4           200   30    10
D2001 238   120   ½©Ê¬40          100   10    5
D2001 238   120   ½©Ê¬5           200   30    5
D2001 238   120   ½©Ê¬50          200   10    5


D2002 21    23    Ê¬Íõ            1     1     60
D2002 21    23    Ê¬Íõ3           1     1     30
D2002 21    23    Ê¬Íõ3           1     1     30
D2002 21    23    Ê¬Íõ3           1     1     30
D2002 21    23    ½©Ê¬1           1     7     10
D2002 21    23    ½©Ê¬10          1     1     10
D2002 21    23    ½©Ê¬2           1     7     10
D2002 21    23    ½©Ê¬20          1     1     10
D2002 21    23    ½©Ê¬3           1     7     10
D2002 21    23    ½©Ê¬30          1     1     10
D2002 21    23    ½©Ê¬4           1     7     10
D2002 21    23    ½©Ê¬40          1     1     10
D2002 21    23    ½©Ê¬5           1     7     10
D2002 21    23    ½©Ê¬50          1     1     10

D2004 49    44    ºìÒ°Öí           100   40    10
D2004 49    44    ºìÒ°Öí3          100   10    10
D2004 49    44    ºÚÒ°Öí           100   40    10
D2004 49    44    ºÚÒ°Öí3          100   10    10
D2004 49    44    ºÚÒ°Öí0          100   1     10
D2004 49    44    ºìÒ°Öí0          100   1     10

D2005 41    44    °×Ò°Öí           100   2     10
D2005 41    44    Ð¨¶ê             100   20    10
D2005 41    44    °×Ò°Öí          100   20    10
D2005 41    44    °×Ò°Öí           20    1     10
D2005 41    44    ºÚÒ°Öí           100   40    10
D2005 41    44    ºìÒ°Öí           100   40    10
D2005 41    44    ºÚÉ«¶ñÇù         100   40    10
D2005 41    44    ºìÒ°Öí3¡¡¡¡      100   10    10

D2006 31    38    ºÚÒ°Öí           100   40    10
D2006 31    38    ºìÒ°Öí           100   40    10
D2006 31    38    °×Ò°Öí           100   5     15
D2006 31    38    ºÚÉ«¶ñÇù         100   40    10
D2006 31    38    ½ÇÓ¬¡¡           100   2    30
D2006 31    38    ºìÒ°Öí3          100   20    10
D2006 31    38    Ð¨¶ê             100   40    10
D2006 31    38    ºÚÒ°Öí3          100   20    10
D2006 31    38    °×Ò°Öí           40    10    10
D2006 31    38    ºçÄ§ÖíÎÀ         40    1     60

D2007 140   135   Ð¨¶ê             500   30    10
D2007 140   135   ºÚÒ°Öí           500   25    10
D2007 140   135   ºìÒ°Öí           500   25    10
D2007 140   135   °×Ò°Öí          500   25    10
D2007 140   135   ½ÇÓ¬             500   2    10

D2008 41    74    Ð¨¶ê             100   35    10
D2008 41    74    ºìÒ°Öí           100   25    10
D2008 41    74    ºÚÒ°Öí           100   25    10
D2008 41    74    ºÚÉ«¶ñÇù         100   40    10
D2008 41    74    ½ÇÓ¬             100   2     60
D2008 41    74    ºÚÒ°Öí3          100   30    10
D2008 41    74    ºìÒ°Öí3          100   20    10
D2008 41    74    °×Ò°Öí0          100   10    10
D2008 41    74    °×Ò°Öí           100   30     10
D2008 41    74    ´óÀÏÊó           100   10    10
D2008 41    74    Ð«Éß             100   10    10

D2009 41    44    Ð«Éß             20    10    10
D2009 41    44    ºìÒ°Öí           100   40    10
D2009 41    44    Ð¨¶ê             100   20    10
D2009 41    44    °×Ò°Öí           40    2     10
D2009 41    44    ºçÄ§Ð«ÎÀ         40    1     60
D2009 41    44    ºÚÒ°Öí           100   20    10
D2009 41    44    Ð«Éß             100   20    10
D2009 41    44    °×Ò°Öí0          100   10    10
D2009 41    44    ºìÒ°Öí3          100   20    10
D2009 41    44    ºÚÒ°Öí3          100   20    10

D2010 155   231   Ð¨¶ê            500   20    10
D2010 155   231   ºÚÉ«¶ñÇù        500   20    10
D2010 155   231   ºçÄ§ÖíÎÀ        500   1     60
D2010 155   231   °×Ò°Öí0         500   20    10
D2010 155   231   ºìÒ°Öí          500   20    10
D2010 155   231   ºÚÒ°Öí          500   20    10
D2010 155   231   ºìÒ°Öí3         500   5     10
D2010 155   231   ºÚÒ°Öí3         500   5     10
D2010 155   231   Ð°¶ñ¶¾Éß        500   3     30
D2010 155   231   Ð«Éß            500   20    10
D2010 155   231   ºçÄ§ÖíÎÀ0       500   1     30
D2011 32    31    ºçÄ§Ð«ÎÀ        5     1     60
D2011 32    31    ×æÂêµñÏñ        20    20    10
D2011 32    31    ºçÄ§Ð«ÎÀ0       5     1     30
D2011 32    31    °×Ò°Öí0         50    20    10
D2011 32    31    ºìÒ°Öí3         50    20    10
D2011 32    31    ºÚÒ°Öí3         50    30    10
D2011 32    31    Ð«Éß            50    20    10
D2011 32    31    ×æÂêÎÀÊ¿3        50    5    10
D2011 32    31    ×æÂê¹­¼ýÊÖ3      50    5    10
D2011 32    31    ×æÂê¹­¼ýÊÖ3     50   5    10
D2011 32    31    ×æÂêÎÀÊ¿        50    15    10
D2011 32    31    ×æÂê¹­¼ýÊÖ      50    15    10
D2011 32    31    ×æÂê¹­¼ýÊÖ     50   15    10
D2011 32    31    Ð¨¶ê            50    20    10
D2011 32    31    °×Ò°Öí          50    3     10
D2012 48    47    ×æÂêµñÏñ       50    40    10
D2012 48    47    ×æÂêµñÏñ3       200    15    10
D2012 48    47    ×æÂêÎÀÊ¿3       200    15     10
D2012 48    47    ×æÂêÎÀÊ¿        50    35    10
D2012 48    47    ×æÂê¹­¼ýÊÖ3     200    15     10
D2012 48    47    Ð«Éß            50    30    10
D2012 48    47    ºçÄ§Ð«ÎÀ        50    1     60
D2012 48    47    ×æÂê¹­¼ýÊÖ      50    30    10
D2012 48    47    Ð¨¶ê            50    20    10
D2012 48    47    ºçÄ§ÖíÎÀ        50    1     60
D2012 48    47    ´óÀÏÊó          50    20    10
D2012 48    47    °×Ò°Öí0         50    10    10
D2012 48    47    ºìÒ°Öí3         50    10    10
D2012 48    47    ºÚÒ°Öí3         50    10    10

D2013 43    44    ×æÂêµñÏñ        100   30    30
D2013 43    44    ×æÂêµñÏñ3       100   20    30
D2013 43    44    ×æÂêµñÏñ0       100   10    30
D2013 43    44    ×æÂêÎÀÊ¿        100   30    30
D2013 43    44    ×æÂêÎÀÊ¿10      100   10    30
D2013 43    44    ×æÂêÎÀÊ¿3       100   20    30
D2013 43    44    ×æÂê¹­¼ýÊÖ      100   30    30 
D2013 43    44    ×æÂê¹­¼ýÊÖ0     100   10    30
D2013 43    44    ×æÂê¹­¼ýÊÖ3     100   10    30
D2013 43    44    ºçÄ§ÖíÎÀ        100   1     120
D2013 43    44    ºçÄ§ÖíÎÀ0       100   1     60
D2013 43    44    ºçÄ§Ð«ÎÀ        100   1     60
D2013 43    44    ºçÄ§Ð«ÎÀ0       100   1     60
D2013 43    44    ½ÇÓ¬            100   1    10
D2013 43    44    ºÚÉ«¶ñÇù        100   30    10
D2013 43    44    Ð¨¶ê            100   30    10

B341  18    19    ÎÖÂêÎÀÊ¿        20    2     30
M100  30    40    ºìÒ°Öí0         500   20    7
M100  30    40    ºìÒ°Öí          500   20    7
M100  30    40    ºÚÒ°Öí0         500   20    7
M100  30    40    ºÚÒ°Öí          500   20    7
M100  30    40    °×Ò°Öí0         500   20    7
M100  30    40    °×Ò°Öí          500   5     7
M100  30    40    Ð«Éß            500   15    7
M100  30    40    ºçÄ§ÖíÎÀ        500   1     30
M100  30    40    ºçÄ§ÖíÎÀ0       500   1     40

;T1341  15    25    ±©ÑÀÖ©Öë        20    10    10
;T1341  15    25    ÌìÀÇÖ©Öë        20    10    10
T1342  15    25    ±©ÑÀÖ©Öë        20    10    10
T1342  15    25    ÌìÀÇÖ©Öë        20    10    10
T1343  15    25    ±©ÑÀÖ©Öë        20    10    10
T1343  15    25    ÌìÀÇÖ©Öë        20    10    10


;²ÔÔÂµº
5 162 220 °ëÊÞÕ½Ê¿  200 30 30
5 162 220 °ëÊÞÈË    200 10 30
5 162 220 ÷¼÷Ã0     200 50 30
5 162 220 ÷¼÷ÃÕ½Ê¿0 150 50 30
5 400 400 °ëÊÞÕ½Ê¿  50  30 30
5 400 400 °ëÊÞÓÂÊ¿10  400 20 60
5 400 400 °ëÊÞÓÂÊ¿1   400 10 40



D2051 100   110   ¶ñÁé½©Ê¬          100   60    15
D2051 100   110   ¶ñÁé½©Ê¬0         100   5     15
D2051 100   110   ¶ñÁéÊ¬Íõ          100   60    15
D2051 100   110   ¶ñÁéÊ¬Íõ0         100   5     15
D2052 50    50    ¶ñÁé½©Ê¬          50    70    15    
D2052 50    50    ¶ñÁé½©Ê¬0         50    5     15
D2052 50    50    ¶ñÁéÊ¬Íõ          50    70    15
D2052 50    50    ¶ñÁéÊ¬Íõ0         50    5     15

D2053 150   160   ¶ñÁé½©Ê¬          150   100    10
D2053 150   160   ¶ñÁé½©Ê¬0         150   5     10    
D2053 150   160   ¶ñÁéÊ¬Íõ          150   100    10
D2053 150   160   ¶ñÁéÊ¬Íõ0         150   5     10

D2061 100   100   ÷¼÷Ã¹­¼ýÊÖ        100   50    20
D2061 100   100   ÷¼÷Ã³¤Ç¹±ø        100   50    20
D2061 100   100   ÷¼÷Ãµ¶¸«ÊÖ        100   100   20
D2061 100   100   ¶ñÁé½©Ê¬          100   100   20
D2061 100   100   ¶ñÁéÊ¬Íõ          100   100   20
D2062 100   90    ÷¼÷Ã³¤Ç¹±ø        100   100   25
D2062 100   90    ÷¼÷Ãµ¶¸«ÊÖ        100   100   25
D2062 100   90    ÷¼÷Ã¹­¼ýÊÖ        100   100   25
D2062 100   90    ÷¼÷Ã¹­¼ýÊÖ0       100   2     25
D2063 100   90    ¶ñÁéÊ¬Íõ          100   50    25
D2063 100   90    ÷¼÷Ãµ¶¸«ÊÖ        100   100   25
D2063 100   90    ÷¼÷Ãµ¶¸«ÊÖ0       100   2     25
D2063 100   90    ÷¼÷Ã³¤Ç¹±ø        100   100   25
D2063 100   90    ÷¼÷Ã¹­¼ýÊÖ        100   100   25
D2064 110   115   ¶ñÁé½©Ê¬          100   100   25
D2064 110   115   ¶ñÁéÊ¬Íõ          100   100   25
D2064 110   115   ¶ñÁé½©Ê¬0         100   5     25
D2064 110   115   ÷¼÷Ã¹­¼ýÊÖ        100   100   20
D2064 110   115   ÷¼÷Ã´¸±ø          100   50    20
D2064 110   115   ÷¼÷Ã³¤Ç¹±ø        100   100   20

D2067 150   160   ÷¼÷Ã³¤Ç¹±ø0       150   80    20    
D2067 150   160   ÷¼÷Ã´¸±ø          150   80   20
D2067 150   160   ÷¼÷Ã´¸±ø0         150   2     30
D2067 150   160   ÷¼÷Ã¹­¼ýÊÖ        150   80   20
D2067 150   160   ÷¼÷Ã´¸±ø0         150   2     30
D2067 150   160   ÷¼÷Ã´¸±ø          150   80   25
D2067 150   160   ÷¼÷Ã³¤Ç¹±ø        150   80   25
D2067 150   160   ÷¼÷Ãµ¶¸«ÊÖ0       150   5     25
D2067 150   160   ÷¼÷Ãµ¶¸«ÊÖ        150   80   25

D2071 150   150   Å£Í·Ä§          150   50    20
D2071 150   150   Å£Í·Ä§0         150   3     20
D2071 150   150   Å£Ä§¶·Ê¿        150   50    20
D2071 150   150   Å£Ä§¶·Ê¿0       150   3     20
D2071 150   150   Å£Ä§Õ½Ê¿        150   50    20
D2071 150   150   Å£Ä§Õ½Ê¿0       150   3     20
D2071 150   150   Å£Ä§·¨Ê¦        150   20    20
D2071 150   150   Å£Ä§½«¾ü        150   30    20 
   
D2072 150   170   Å£Í·Ä§          150   60    20
D2072 150   170   Å£Ä§·¨Ê¦0       150   5     20
D2072 150   170   Å£Ä§Õ½Ê¿        150   60    20
D2072 150   170   Å£Ä§¶·Ê¿0       150   2     20
D2072 150   170   Å£Ä§¼ÀË¾0       150   5     20
D2072 150   170   Å£Ä§·¨Ê¦        150   20    20
D2072 150   170   Å£Ä§¶·Ê¿        150   60    20   

D2073 200   220   Å£Í·Ä§        200   50    20
D2073 200   220   Å£Í·Ä§0       200   5     20
D2073 200   220   Å£Ä§ÊÌÎÀ      200   50    20
D2073 200   220   Å£Ä§Õ½Ê¿      200   50    20
D2073 200   220   Å£Ä§¼ÀË¾      200   40    20
D2073 200   220   Å£Ä§Õ½Ê¿0     200   1     20
D2073 200   220   Å£Ä§¶·Ê¿      200   45    20
D2073 200   220   Å£Ä§¶·Ê¿0     200   20    20
D2073 200   220   Å£Ä§·¨Ê¦0     200   1     20
D2073 200   220   Å£Ä§·¨Ê¦      200   30    20    
D2073 200   220   Å£Ä§¼ÀË¾0     200   5    20
D2075 100   100   Å£Ä§Õ½Ê¿0     100   5     20
D2075 100   100   Å£Ä§·¨Ê¦      100   25    20
D2075 100   100   Å£Ä§·¨Ê¦0     100   5     20
D2075 100   100   Å£Ä§½«¾ü      100   40    20
D2075 100   100   Å£Ä§½«¾ü0     100   5     20
D2075 100   100   Å£Ä§Õ½Ê¿      100   30    20
D2075 250 250     Å£Ä§¼ÀË¾      250   20    20
D2075 250 250     Å£Ä§¼ÀË¾0     250   10    20
D2075 250 250     Å£Í·Ä§        250   20    20
D2075 250 250     Å£Í·Ä§0       250   5     20
D2075 250 250     Å£Ä§¶·Ê¿      250   20    20
D2075 200 200     Å£Ä§¶·Ê¿0     200   5    120
D2076 100   100   Å£Í·Ä§        100   45    20
D2076 100   100   Å£Ä§¶·Ê¿      100   50    20
D2076 100   100   Å£Ä§ÊÌÎÀ      100   50    20
D2076 100   100   Å£Ä§½«¾ü      100   30    20
D2076 100   100   Å£Ä§½«¾ü0     100   10    20
D2076 100   100   Å£Ä§¼ÀË¾      100   35    20   
D2076 250 250     Å£Í·Ä§0       250    5    20
D2076 250 250     Å£Ä§¶·Ê¿0     250    5    20
D2076 250 250     Å£Ä§ÊÌÎÀ0     250    5    20
D2076 250 250     Å£Ä§¼ÀË¾0     250    5    20
D2076 250 250     Å£Ä§¶·Ê¿      100   50    20
D2076 200 200     Å£Ä§½«¾ü      100   20    20 
D2078 150   150   Å£Í·Ä§        150   55    30
D2078 150   150   Å£Ä§¶·Ê¿      150   55    30
D2078 150   150   Å£Ä§½«¾ü      150   55    30
D2078 150   150   Å£Ä§·¨Ê¦      150   55    30
D2078 150   150   Å£Ä§Õ½Ê¿0     150   5     30
D2078 150   150   Å£Í·Ä§        150   35    30
D2078 150   150   Å£Ä§½«¾ü0     150   1     30
D2078 150   150   Å£Ä§·¨Ê¦0     150   1     30
D2078 150   150   Å£Ä§¼ÀË¾      150   25    30
D2078 150   150   Å£Ä§¼ÀË¾0     150   1     30
D2078 200   200   Å£Í·Ä§        150   35    30
D2078 200   200   Å£Ä§¶·Ê¿      150   35    30
D2078 200   200   Å£Ä§½«¾ü      150   35    30
D2078 200   200   Å£Ä§·¨Ê¦      150   35    30
D2078 200   200   Å£Ä§Õ½Ê¿      150   5     30
D2078 200   200   Å£Ä§¼ÀË¾      150   25    30

D2079 67      67       Å£Ä§½«¾ü          200       45        10
D2079 38      67       Å£Ä§Õ½Ê¿          200        45        10
D2079 67      37       Å£Í·Ä§            200         30       5
D2079 52      51       Å£Ä§½«¾ü          200      36      30
D2079 52      51       Å£Ä§·¨Ê¦          200       25       10
D2079 52      51       Å£Ä§¼ÀË¾          200      36       10
D2079 52      51       Å£Ä§¼ÀË¾          200        36      10


;»Ã¾³Ò»²ã
H001 75 75 ¶ñÁé½©Ê¬8 75 60  20
H001 75 75 ¶ñÁé½©Ê¬8 75 60  20
H001 75 75 ¶ñÁé½©Ê¬8 75 60  20
H001 75 75 ¶ñÁé½©Ê¬8 75 60  20
H001 75 75 òÚò¼8    75 60  20
H001 75 75 ºÚÉ«¶ñÇù8  75 60  20
H001 75 75 ÌøÌø·ä8  75 60  20
H001 75 75 Ç¯³æ8  75 60  20 
;;ÌØÊâ
H001 75 75 Ê¬Íõ8  75 2 30
H001 75 75 Ê¬Íõ8  75 2 30
H001 75 75 ÷¼÷Ã¾«Áé8   75 2 15
H001 75 75 ÷¼÷Ã¾«Áé8 75 2 15
H001 75 75 ÷¼÷Ã¾«Áé8 75 2 15 
;»Ã¾³¶þ²ã
H002   251  41     ºìÒ°Öí8        30     15       10
H002   321  72     ºìÒ°Öí8        30     15       10
H002   363  146    ºìÒ°Öí8        30     15       10
H002   172  59     ºìÒ°Öí8        30     15       10
H002   210  93     ºìÒ°Öí8        30     15       10
H002   262  140    ºìÒ°Öí8        30     15       10
H002   309  19     ºìÒ°Öí8        30     15       10
H002   350  303    ºìÒ°Öí8        30     15       10
H002   111  105    ºìÒ°Öí8        30     15       10
H002   158  149    ºìÒ°Öí8        30     15       10
H002   200  200    ºìÒ°Öí8        30     15       10
H002   255  306    ºìÒ°Öí8        30     15       10
H002   287  286    ºìÒ°Öí8        30     15       10
H002   56   158    ºìÒ°Öí8        30     15       10
H002   153  237    ºìÒ°Öí8        30     15       10
H002   112  250    ºìÒ°Öí8        30     15       10
H002   114  314    ºìÒ°Öí8        30     15       10
H002   304  340    ºìÒ°Öí8        30     15       10
H002   251  41     ºÚÒ°Öí8        30     15       10
H002   321  72     ºÚÒ°Öí8        30     15       10
H002   363  146    ºÚÒ°Öí8        30     15       10
H002   172  59     ºÚÒ°Öí8        30     15       10
H002   210  93     ºÚÒ°Öí8        30     15       10
H002   262  140    ºÚÒ°Öí8        30     15       10
H002   309  19     ºÚÒ°Öí8        30     15       10
H002   350  303    ºÚÒ°Öí8        30     15       10
H002   111  105    ºÚÒ°Öí8        30     15       10
H002   158  149    ºÚÒ°Öí8        30     15       10
H002   200  200    ºÚÒ°Öí8        30     15       10
H002   255  306    ºÚÒ°Öí8        30     15       10
H002   287  286    ºÚÒ°Öí8        30     10       10
H002   56   158    ºÚÒ°Öí8        30     10       10
H002   153  237    ºÚÒ°Öí8        30     10       10
H002   112  250    ºÚÒ°Öí8        30     10       10
H002   114  314    ºÚÒ°Öí8        30     10       10
H002   304  340    ºÚÒ°Öí8        30     10       10
H002   251  41     ºìÒ°Öí8        30     10       10
H002   321  72     ºìÒ°Öí8        30     10       10
H002   363  146    ºìÒ°Öí8        30     10       10
H002   172  59     ºìÒ°Öí8        30     10       10
H002   210  93     ºÚÒ°Öí8        30     10       10
H002   262  140    ºÚÒ°Öí8        30     10       10
H002   309  19     ºÚÒ°Öí8        30     10       10
H002   350  303    ºÚÒ°Öí8        30     10       10
H002   111  105    ºÚÒ°Öí8        30     10       10
H002   158  149    ºìÒ°Öí8        30     10       10
H002   200  200    ºìÒ°Öí8        30     10       10
H002   255  306    ºìÒ°Öí8        30     10       10
H002   287  286    ºìÒ°Öí8        30     10       10
H002   56   158    ºìÒ°Öí8        30     10       10
H002   153  237    ºìÒ°Öí8        30     10       10
H002   112  250    ºÚÒ°Öí8        30     10       10
H002   114  314    ºÚÒ°Öí8        30     10       10
H002   304  340    ºÚÒ°Öí8        30     10       10
H002   200  200    Ð¨¶ê8          200    25       10
H002   200  200    Ð«Éß8          200    30       10   
;»Ã¾³Èý²ã
H003    40      40      ÎÖÂêÓÂÊ¿8       20      5        5 50
H003    40      40      ÎÖÂêÕ½½«8       20      5        5 50
H003    40      40      »ðÑæÎÖÂê8       20      5        5 50
H003    40      40      ÎÖÂêÕ½Ê¿8       20      5        5 50
H003    50      50      ÎÖÂêÓÂÊ¿8       20      7        5 50
H003    50      50      ÎÖÂêÕ½½«8       20      7        5 50
H003    50      50      »ðÑæÎÖÂê8       20      7        5 50
H003    50      50      ÎÖÂêÕ½Ê¿8       20      5        5 50
H003    60      60      ÎÖÂêÓÂÊ¿8       20      5        5 50
H003    60      60      ÎÖÂêÕ½½«8       20      5        5 50
H003    60      60      »ðÑæÎÖÂê8       20      5        5 50
H003    60      60      ÎÖÂêÕ½Ê¿8       20      5        5 50
H003    40      50      ÎÖÂêÓÂÊ¿8       20      5        5
H003    40      50      ÎÖÂêÕ½½«8       20      5        5
H003    40      50      »ðÑæÎÖÂê8       20      5        5
H003    40      50      ÎÖÂêÕ½Ê¿8       20      5        5
H003    40      50      ÎÖÂêÕ½½«8       20      5        5
H003    40      50      »ðÑæÎÖÂê8       20      7        5
H003    40      50      ÎÖÂêÕ½½«8       20      7        5
H003    50      40      ÎÖÂêÓÂÊ¿8       20      7        5
H003    50      40      ÎÖÂêÕ½½«8       20      5        5
H003    50      40      »ðÑæÎÖÂê8       20      5        5
H003    50      40      ÎÖÂêÕ½Ê¿8       20      5        5
H003    60      50      ÎÖÂêÓÂÊ¿8       20      5        5
H003    60      50      ÎÖÂêÕ½½«8       20      5        5
H003    60      50      »ðÑæÎÖÂê8       20      5        5
H003    60      50      ÎÖÂêÕ½Ê¿8       20      5        5
H003    50      60      ÎÖÂêÓÂÊ¿8       20      3        5
H003    50      60      ÎÖÂêÕ½½«8       20      3        5
H003    50      60      »ðÑæÎÖÂê8       20      3        5
H003    50      60      ÎÖÂêÕ½Ê¿8       20      5        5
H003    20      21      ÎÖÂêÓÂÊ¿8        7      5        5
H003    20      21      ÎÖÂêÕ½½«8        7      5        5
H003    20      21      »ðÑæÎÖÂê8        7      5        5
H003    20      21      ÎÖÂêÕ½Ê¿8        7      8        5 
;»Ã¾³ËÄ²ã
H004   19   39     ºÚÉ«¶ñÇù8        70     20       7
H004   97   81     ºÚÉ«¶ñÇù8        70     20       7
H004   57   166    ºÚÉ«¶ñÇù8        70     20       7
H004   178  127    ºÚÉ«¶ñÇù8        70     20       7
H004   19   39     ÌøÌø·ä8        70     15        7
H004   97   81     ÌøÌø·ä8        70     15        7
H004   57   166    ÌøÌø·ä8        70     15        7
H004   178  127    ÌøÌø·ä8        70     15        7
H004   19   39     ¾ÞÐÍÈä³æ8      70     15        7
H004   97   81     ¾ÞÐÍÈä³æ8      70     15        7
H004   57   166    ¾ÞÐÍÈä³æ8      70     15        7
H004   178  127    ¾ÞÐÍÈä³æ8      70     15        7
H004   19   39     Ç¯³æ8    70     20       7
H004   97   81     Ç¯³æ8    70     20       7
H004   57   166    Ç¯³æ8    70     20       7
H004   178  127    Ç¯³æ8    70     20       7
H004   100  100    Ç¯³æ8    100    10       10 50
H004   100  100    Ç¯³æ8    100    10       10 50
H004   100  100    òÚò¼8        100    80       7
H004   100  100    òÚò¼8        100    10       10 50
H004   100  100    òÚò¼8        100    10       10 50
H004   100  100    Ð°¶ñÇ¯³æ8  100    2       60
H004   100  100    òÚò¼8       50     2        20
H004   100  100    ÌøÌø·ä8       50     2        20
H004   100  100    ¾ÞÐÍÈä³æ8     50     2        20
H004   100  100    Ç¯³æ8   50     2        20 
;;ÌØÊâ
;»Ã¾³Îå²ã
H005 200 190 ÷¼÷Ã´¸±ø8 100 20 8
H005 200 190 ÷¼÷Ã³¤Ç¹±ø8 100 80 8
H005 145 80 ÷¼÷Ãµ¶¸«ÊÖ8 100 80 8
H005 145 80 ÷¼÷Ã¹­¼ýÊÖ8 100 20 10
H005 100 125 ÷¼÷Ãµ¶¸«ÊÖ8 100 80 8
